saving to ./results/resnet_cifar100_binary_lr_0.0001
creating model resnet_binary
created model with configuration: {'input_size': None, 'dataset': 'cifar100'}
number of parameters: 4367100
Files already downloaded and verified
Files already downloaded and verified
training regime: {0: {'optimizer': 'Adam', 'lr': 0.0001}}
/content/BinaryNet.pytorch/models/resnet_binary.py:148: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  x = self.logsoftmax(x)
TRAINING - Epoch: [0][0/196]	Time 4.014 (4.014)	Data 0.638 (0.638)	Loss 5.1435 (5.1435)	Prec@1 1.562 (1.562)	Prec@5 5.078 (5.078)
TRAINING - Epoch: [20][100/196]	Time 0.482 (0.484)	Data 0.000 (0.007)	Loss 3.2268 (3.2136)	Prec@1 23.828 (24.633)	Prec@5 52.344 (53.021)
TRAINING - Epoch: [20][110/196]	Time 0.486 (0.484)	Data 0.000 (0.007)	Loss 3.1915 (3.2104)	Prec@1 25.000 (24.722)	Prec@5 53.906 (53.055)
TRAINING - Epoch: [20][120/196]	Time 0.484 (0.484)	Data 0.000 (0.006)	Loss 3.0649 (3.2039)	Prec@1 31.250 (24.968)	Prec@5 53.906 (53.193)
TRAINING - Epoch: [20][130/196]	Time 0.477 (0.483)	Data 0.000 (0.006)	Loss 3.2164 (3.2023)	Prec@1 26.172 (24.994)	Prec@5 50.000 (53.197)
TRAINING - Epoch: [20][140/196]	Time 0.473 (0.483)	Data 0.000 (0.005)	Loss 3.2433 (3.2025)	Prec@1 26.562 (25.025)	Prec@5 51.953 (53.211)
TRAINING - Epoch: [20][150/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 3.2553 (3.2056)	Prec@1 20.703 (24.917)	Prec@5 52.734 (53.091)
TRAINING - Epoch: [20][160/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 3.1561 (3.2031)	Prec@1 24.219 (24.956)	Prec@5 55.859 (53.154)
TRAINING - Epoch: [20][170/196]	Time 0.474 (0.483)	Data 0.000 (0.004)	Loss 3.3006 (3.2025)	Prec@1 25.000 (24.950)	Prec@5 51.953 (53.162)
TRAINING - Epoch: [20][180/196]	Time 0.479 (0.482)	Data 0.000 (0.004)	Loss 3.1299 (3.2021)	Prec@1 27.734 (24.981)	Prec@5 58.203 (53.235)
TRAINING - Epoch: [20][190/196]	Time 0.482 (0.482)	Data 0.000 (0.004)	Loss 3.3090 (3.2029)	Prec@1 22.266 (24.963)	Prec@5 48.047 (53.156)
EVALUATING - Epoch: [20][0/40]	Time 0.869 (0.869)	Data 0.651 (0.651)	Loss 3.1314 (3.1314)	Prec@1 23.828 (23.828)	Prec@5 55.078 (55.078)
EVALUATING - Epoch: [20][10/40]	Time 0.160 (0.233)	Data 0.000 (0.060)	Loss 3.2667 (3.1825)	Prec@1 23.828 (24.787)	Prec@5 49.219 (53.942)
EVALUATING - Epoch: [20][20/40]	Time 0.161 (0.198)	Data 0.000 (0.031)	Loss 3.1264 (3.1668)	Prec@1 24.609 (25.093)	Prec@5 55.078 (54.427)
EVALUATING - Epoch: [20][30/40]	Time 0.161 (0.186)	Data 0.000 (0.021)	Loss 3.4253 (3.1841)	Prec@1 21.484 (25.088)	Prec@5 46.094 (53.831)

 Epoch: 21	Training Loss 3.2038 	Training Prec@1 24.964 	Training Prec@5 53.120 	Validation Loss 3.1834 	Validation Prec@1 25.050 	Validation Prec@5 53.670 

TRAINING - Epoch: [21][0/196]	Time 1.197 (1.197)	Data 0.837 (0.837)	Loss 3.2129 (3.2129)	Prec@1 24.219 (24.219)	Prec@5 55.078 (55.078)
TRAINING - Epoch: [21][10/196]	Time 0.480 (0.532)	Data 0.000 (0.077)	Loss 3.2712 (3.2004)	Prec@1 25.000 (24.645)	Prec@5 48.828 (53.267)
TRAINING - Epoch: [21][20/196]	Time 0.485 (0.507)	Data 0.000 (0.041)	Loss 3.2382 (3.2066)	Prec@1 24.609 (24.740)	Prec@5 51.172 (52.827)
TRAINING - Epoch: [21][30/196]	Time 0.476 (0.498)	Data 0.000 (0.028)	Loss 3.2586 (3.2121)	Prec@1 23.438 (24.546)	Prec@5 53.125 (52.911)
TRAINING - Epoch: [21][40/196]	Time 0.476 (0.494)	Data 0.000 (0.021)	Loss 3.0155 (3.1961)	Prec@1 28.516 (24.857)	Prec@5 60.547 (53.487)
TRAINING - Epoch: [21][50/196]	Time 0.482 (0.491)	Data 0.000 (0.017)	Loss 3.2164 (3.1988)	Prec@1 19.141 (24.479)	Prec@5 53.125 (53.439)
TRAINING - Epoch: [21][60/196]	Time 0.476 (0.489)	Data 0.000 (0.014)	Loss 3.2118 (3.1976)	Prec@1 24.219 (24.641)	Prec@5 53.906 (53.439)
TRAINING - Epoch: [21][70/196]	Time 0.479 (0.488)	Data 0.000 (0.012)	Loss 3.2608 (3.1917)	Prec@1 23.047 (24.769)	Prec@5 52.344 (53.576)
TRAINING - Epoch: [21][80/196]	Time 0.483 (0.487)	Data 0.000 (0.011)	Loss 2.9805 (3.1845)	Prec@1 27.734 (25.053)	Prec@5 59.766 (53.877)
TRAINING - Epoch: [21][90/196]	Time 0.478 (0.486)	Data 0.000 (0.010)	Loss 3.1848 (3.1840)	Prec@1 25.000 (25.013)	Prec@5 53.516 (53.833)
TRAINING - Epoch: [21][100/196]	Time 0.481 (0.485)	Data 0.000 (0.009)	Loss 3.1744 (3.1831)	Prec@1 23.828 (25.008)	Prec@5 54.297 (53.806)
TRAINING - Epoch: [21][110/196]	Time 0.474 (0.485)	Data 0.000 (0.008)	Loss 3.2390 (3.1847)	Prec@1 25.000 (25.014)	Prec@5 49.219 (53.815)
TRAINING - Epoch: [21][120/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 3.1590 (3.1874)	Prec@1 25.391 (24.871)	Prec@5 55.078 (53.755)
TRAINING - Epoch: [21][130/196]	Time 0.475 (0.484)	Data 0.000 (0.007)	Loss 3.2517 (3.1854)	Prec@1 19.922 (24.854)	Prec@5 48.438 (53.781)
TRAINING - Epoch: [21][140/196]	Time 0.479 (0.483)	Data 0.000 (0.006)	Loss 3.0574 (3.1848)	Prec@1 28.906 (24.878)	Prec@5 59.766 (53.687)
TRAINING - Epoch: [21][150/196]	Time 0.484 (0.483)	Data 0.000 (0.006)	Loss 3.1055 (3.1818)	Prec@1 31.250 (24.972)	Prec@5 54.688 (53.754)
TRAINING - Epoch: [21][160/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 3.0897 (3.1789)	Prec@1 25.391 (25.102)	Prec@5 56.641 (53.787)
TRAINING - Epoch: [21][170/196]	Time 0.476 (0.483)	Data 0.000 (0.005)	Loss 3.1897 (3.1776)	Prec@1 24.609 (25.053)	Prec@5 55.859 (53.810)
TRAINING - Epoch: [21][180/196]	Time 0.456 (0.483)	Data 0.000 (0.005)	Loss 3.2979 (3.1800)	Prec@1 23.828 (24.983)	Prec@5 51.953 (53.788)
TRAINING - Epoch: [21][190/196]	Time 0.479 (0.482)	Data 0.000 (0.005)	Loss 3.1507 (3.1797)	Prec@1 24.219 (24.978)	Prec@5 51.953 (53.784)
EVALUATING - Epoch: [21][0/40]	Time 0.666 (0.666)	Data 0.473 (0.473)	Loss 3.1373 (3.1373)	Prec@1 30.078 (30.078)	Prec@5 54.688 (54.688)
EVALUATING - Epoch: [21][10/40]	Time 0.158 (0.219)	Data 0.000 (0.047)	Loss 3.1941 (3.1631)	Prec@1 25.781 (25.497)	Prec@5 55.859 (55.220)
EVALUATING - Epoch: [21][20/40]	Time 0.160 (0.190)	Data 0.000 (0.025)	Loss 3.1190 (3.1599)	Prec@1 27.734 (25.725)	Prec@5 56.250 (54.799)
EVALUATING - Epoch: [21][30/40]	Time 0.159 (0.180)	Data 0.000 (0.017)	Loss 3.2678 (3.1657)	Prec@1 26.562 (25.340)	Prec@5 52.344 (54.398)

 Epoch: 22	Training Loss 3.1808 	Training Prec@1 24.928 	Training Prec@5 53.798 	Validation Loss 3.1588 	Validation Prec@1 25.710 	Validation Prec@5 54.550 

TRAINING - Epoch: [22][0/196]	Time 1.052 (1.052)	Data 0.661 (0.661)	Loss 3.1802 (3.1802)	Prec@1 24.609 (24.609)	Prec@5 53.906 (53.906)
TRAINING - Epoch: [22][10/196]	Time 0.476 (0.517)	Data 0.000 (0.060)	Loss 3.1726 (3.2371)	Prec@1 22.266 (23.864)	Prec@5 57.422 (52.734)
TRAINING - Epoch: [22][20/196]	Time 0.469 (0.499)	Data 0.000 (0.032)	Loss 3.2396 (3.2074)	Prec@1 23.828 (24.089)	Prec@5 51.562 (53.237)
TRAINING - Epoch: [22][30/196]	Time 0.483 (0.493)	Data 0.000 (0.022)	Loss 3.1044 (3.1854)	Prec@1 28.125 (24.950)	Prec@5 57.031 (53.868)
TRAINING - Epoch: [22][40/196]	Time 0.481 (0.490)	Data 0.000 (0.016)	Loss 3.0609 (3.1669)	Prec@1 25.781 (25.391)	Prec@5 58.203 (54.421)
TRAINING - Epoch: [22][50/196]	Time 0.482 (0.488)	Data 0.000 (0.013)	Loss 3.1543 (3.1616)	Prec@1 24.219 (25.368)	Prec@5 57.422 (54.458)
TRAINING - Epoch: [22][60/196]	Time 0.479 (0.486)	Data 0.000 (0.011)	Loss 3.1582 (3.1502)	Prec@1 26.172 (25.525)	Prec@5 53.906 (54.713)
TRAINING - Epoch: [22][70/196]	Time 0.478 (0.485)	Data 0.000 (0.010)	Loss 3.1843 (3.1541)	Prec@1 21.484 (25.391)	Prec@5 52.344 (54.522)
TRAINING - Epoch: [22][80/196]	Time 0.478 (0.485)	Data 0.000 (0.008)	Loss 3.1595 (3.1537)	Prec@1 25.781 (25.405)	Prec@5 53.125 (54.548)
TRAINING - Epoch: [22][90/196]	Time 0.478 (0.484)	Data 0.000 (0.007)	Loss 3.1720 (3.1551)	Prec@1 28.516 (25.476)	Prec@5 53.906 (54.542)
TRAINING - Epoch: [22][100/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 3.3084 (3.1500)	Prec@1 21.875 (25.596)	Prec@5 47.266 (54.633)
TRAINING - Epoch: [22][110/196]	Time 0.481 (0.483)	Data 0.000 (0.006)	Loss 3.2700 (3.1506)	Prec@1 24.219 (25.605)	Prec@5 48.047 (54.557)
TRAINING - Epoch: [22][120/196]	Time 0.481 (0.483)	Data 0.000 (0.006)	Loss 3.1131 (3.1538)	Prec@1 27.734 (25.575)	Prec@5 51.953 (54.332)
TRAINING - Epoch: [22][130/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 3.0870 (3.1529)	Prec@1 30.469 (25.707)	Prec@5 51.953 (54.309)
TRAINING - Epoch: [22][140/196]	Time 0.472 (0.483)	Data 0.000 (0.005)	Loss 3.1272 (3.1529)	Prec@1 25.391 (25.729)	Prec@5 53.906 (54.358)
TRAINING - Epoch: [22][150/196]	Time 0.476 (0.483)	Data 0.000 (0.005)	Loss 3.1736 (3.1541)	Prec@1 26.562 (25.680)	Prec@5 51.172 (54.333)
TRAINING - Epoch: [22][160/196]	Time 0.478 (0.482)	Data 0.000 (0.004)	Loss 3.1846 (3.1542)	Prec@1 23.828 (25.704)	Prec@5 52.344 (54.331)
TRAINING - Epoch: [22][170/196]	Time 0.480 (0.482)	Data 0.000 (0.004)	Loss 3.2464 (3.1533)	Prec@1 21.875 (25.724)	Prec@5 55.078 (54.409)
TRAINING - Epoch: [22][180/196]	Time 0.475 (0.482)	Data 0.000 (0.004)	Loss 3.0761 (3.1540)	Prec@1 27.734 (25.725)	Prec@5 53.516 (54.366)
TRAINING - Epoch: [22][190/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 3.1788 (3.1518)	Prec@1 25.000 (25.767)	Prec@5 58.203 (54.428)
EVALUATING - Epoch: [22][0/40]	Time 0.756 (0.756)	Data 0.557 (0.557)	Loss 3.0177 (3.0177)	Prec@1 28.125 (28.125)	Prec@5 59.375 (59.375)
EVALUATING - Epoch: [22][10/40]	Time 0.161 (0.228)	Data 0.000 (0.055)	Loss 3.2203 (3.1191)	Prec@1 21.875 (25.994)	Prec@5 51.562 (55.185)
EVALUATING - Epoch: [22][20/40]	Time 0.162 (0.196)	Data 0.000 (0.029)	Loss 3.1438 (3.1167)	Prec@1 28.125 (26.097)	Prec@5 53.516 (55.153)
EVALUATING - Epoch: [22][30/40]	Time 0.161 (0.184)	Data 0.000 (0.020)	Loss 3.3188 (3.1286)	Prec@1 23.047 (25.554)	Prec@5 51.953 (54.889)

 Epoch: 23	Training Loss 3.1503 	Training Prec@1 25.818 	Training Prec@5 54.448 	Validation Loss 3.1256 	Validation Prec@1 25.670 	Validation Prec@5 54.900 

TRAINING - Epoch: [23][0/196]	Time 0.996 (0.996)	Data 0.601 (0.601)	Loss 3.0192 (3.0192)	Prec@1 32.031 (32.031)	Prec@5 58.594 (58.594)
TRAINING - Epoch: [23][10/196]	Time 0.491 (0.515)	Data 0.000 (0.055)	Loss 3.2339 (3.1480)	Prec@1 26.562 (26.207)	Prec@5 52.344 (54.474)
TRAINING - Epoch: [23][20/196]	Time 0.478 (0.497)	Data 0.000 (0.029)	Loss 3.1632 (3.1526)	Prec@1 27.344 (26.265)	Prec@5 54.688 (54.204)
TRAINING - Epoch: [23][30/196]	Time 0.482 (0.491)	Data 0.000 (0.020)	Loss 3.1013 (3.1328)	Prec@1 26.562 (27.054)	Prec@5 57.812 (54.738)
TRAINING - Epoch: [23][40/196]	Time 0.485 (0.488)	Data 0.000 (0.015)	Loss 3.2262 (3.1263)	Prec@1 25.781 (27.163)	Prec@5 50.391 (54.745)
TRAINING - Epoch: [23][50/196]	Time 0.481 (0.487)	Data 0.000 (0.012)	Loss 3.1976 (3.1151)	Prec@1 28.125 (27.390)	Prec@5 50.781 (55.147)
TRAINING - Epoch: [23][60/196]	Time 0.479 (0.485)	Data 0.000 (0.010)	Loss 3.0946 (3.1160)	Prec@1 24.219 (27.056)	Prec@5 59.766 (55.168)
TRAINING - Epoch: [23][70/196]	Time 0.477 (0.485)	Data 0.000 (0.009)	Loss 3.0590 (3.1188)	Prec@1 25.391 (26.937)	Prec@5 57.031 (55.062)
TRAINING - Epoch: [23][80/196]	Time 0.489 (0.484)	Data 0.000 (0.008)	Loss 3.1454 (3.1191)	Prec@1 27.734 (26.982)	Prec@5 53.906 (55.165)
TRAINING - Epoch: [23][90/196]	Time 0.480 (0.484)	Data 0.000 (0.007)	Loss 3.2425 (3.1213)	Prec@1 22.266 (26.872)	Prec@5 53.125 (55.065)
TRAINING - Epoch: [23][100/196]	Time 0.481 (0.483)	Data 0.000 (0.006)	Loss 3.1318 (3.1235)	Prec@1 26.562 (26.802)	Prec@5 56.250 (55.105)
TRAINING - Epoch: [23][110/196]	Time 0.479 (0.483)	Data 0.000 (0.006)	Loss 3.0219 (3.1248)	Prec@1 27.344 (26.717)	Prec@5 57.031 (55.029)
TRAINING - Epoch: [23][120/196]	Time 0.473 (0.483)	Data 0.000 (0.005)	Loss 3.0842 (3.1220)	Prec@1 27.734 (26.711)	Prec@5 55.859 (55.136)
TRAINING - Epoch: [23][130/196]	Time 0.479 (0.482)	Data 0.000 (0.005)	Loss 3.1547 (3.1232)	Prec@1 25.781 (26.637)	Prec@5 52.734 (55.087)
TRAINING - Epoch: [23][140/196]	Time 0.476 (0.482)	Data 0.000 (0.005)	Loss 3.1588 (3.1226)	Prec@1 22.266 (26.648)	Prec@5 57.422 (55.150)
TRAINING - Epoch: [23][150/196]	Time 0.478 (0.482)	Data 0.000 (0.004)	Loss 3.1179 (3.1226)	Prec@1 26.562 (26.609)	Prec@5 53.906 (55.039)
TRAINING - Epoch: [23][160/196]	Time 0.477 (0.482)	Data 0.000 (0.004)	Loss 3.0647 (3.1238)	Prec@1 30.469 (26.599)	Prec@5 55.078 (54.988)
TRAINING - Epoch: [23][170/196]	Time 0.475 (0.482)	Data 0.000 (0.004)	Loss 3.1057 (3.1221)	Prec@1 29.297 (26.610)	Prec@5 53.906 (55.060)
TRAINING - Epoch: [23][180/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 3.0619 (3.1211)	Prec@1 28.516 (26.632)	Prec@5 56.641 (55.063)
TRAINING - Epoch: [23][190/196]	Time 0.476 (0.481)	Data 0.000 (0.003)	Loss 3.2647 (3.1215)	Prec@1 22.656 (26.567)	Prec@5 53.125 (55.082)
EVALUATING - Epoch: [23][0/40]	Time 0.760 (0.760)	Data 0.548 (0.548)	Loss 3.1977 (3.1977)	Prec@1 26.953 (26.953)	Prec@5 55.859 (55.859)
EVALUATING - Epoch: [23][10/40]	Time 0.160 (0.231)	Data 0.000 (0.060)	Loss 3.2539 (3.2252)	Prec@1 21.484 (23.757)	Prec@5 50.391 (51.882)
EVALUATING - Epoch: [23][20/40]	Time 0.161 (0.197)	Data 0.000 (0.032)	Loss 3.2110 (3.2263)	Prec@1 23.047 (23.512)	Prec@5 51.953 (51.897)
EVALUATING - Epoch: [23][30/40]	Time 0.160 (0.185)	Data 0.000 (0.021)	Loss 3.4510 (3.2377)	Prec@1 21.094 (23.450)	Prec@5 46.484 (51.474)

 Epoch: 24	Training Loss 3.1228 	Training Prec@1 26.512 	Training Prec@5 55.056 	Validation Loss 3.2299 	Validation Prec@1 23.900 	Validation Prec@5 51.680 

TRAINING - Epoch: [24][0/196]	Time 1.163 (1.163)	Data 0.802 (0.802)	Loss 3.0804 (3.0804)	Prec@1 26.172 (26.172)	Prec@5 54.297 (54.297)
TRAINING - Epoch: [24][10/196]	Time 0.483 (0.531)	Data 0.000 (0.074)	Loss 3.2932 (3.1760)	Prec@1 19.531 (25.675)	Prec@5 50.781 (53.622)
TRAINING - Epoch: [24][20/196]	Time 0.478 (0.506)	Data 0.000 (0.039)	Loss 3.0246 (3.1439)	Prec@1 26.172 (26.097)	Prec@5 57.812 (54.260)
TRAINING - Epoch: [24][30/196]	Time 0.480 (0.498)	Data 0.000 (0.027)	Loss 3.0400 (3.1408)	Prec@1 28.516 (26.008)	Prec@5 55.469 (54.599)
TRAINING - Epoch: [24][40/196]	Time 0.485 (0.493)	Data 0.000 (0.020)	Loss 2.9291 (3.1281)	Prec@1 32.812 (26.620)	Prec@5 61.719 (55.059)
TRAINING - Epoch: [24][50/196]	Time 0.477 (0.491)	Data 0.000 (0.016)	Loss 3.1234 (3.1384)	Prec@1 26.562 (26.210)	Prec@5 53.516 (54.672)
TRAINING - Epoch: [24][60/196]	Time 0.481 (0.489)	Data 0.000 (0.014)	Loss 3.1220 (3.1373)	Prec@1 26.172 (26.037)	Prec@5 53.125 (54.655)
TRAINING - Epoch: [24][70/196]	Time 0.477 (0.488)	Data 0.000 (0.012)	Loss 3.1076 (3.1290)	Prec@1 23.438 (26.029)	Prec@5 58.984 (54.908)
TRAINING - Epoch: [24][80/196]	Time 0.480 (0.487)	Data 0.000 (0.010)	Loss 3.1402 (3.1184)	Prec@1 24.609 (26.273)	Prec@5 55.469 (55.146)
TRAINING - Epoch: [24][90/196]	Time 0.484 (0.486)	Data 0.000 (0.009)	Loss 3.1444 (3.1170)	Prec@1 22.266 (26.361)	Prec@5 60.938 (55.366)
TRAINING - Epoch: [24][100/196]	Time 0.482 (0.485)	Data 0.000 (0.008)	Loss 2.9656 (3.1163)	Prec@1 32.031 (26.532)	Prec@5 60.547 (55.279)
TRAINING - Epoch: [24][110/196]	Time 0.479 (0.485)	Data 0.000 (0.008)	Loss 3.3084 (3.1145)	Prec@1 22.266 (26.573)	Prec@5 51.172 (55.441)
TRAINING - Epoch: [24][120/196]	Time 0.487 (0.484)	Data 0.000 (0.007)	Loss 3.2018 (3.1131)	Prec@1 22.266 (26.540)	Prec@5 56.250 (55.507)
TRAINING - Epoch: [24][130/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 3.1881 (3.1158)	Prec@1 22.656 (26.431)	Prec@5 54.297 (55.445)
TRAINING - Epoch: [24][140/196]	Time 0.484 (0.484)	Data 0.000 (0.006)	Loss 3.0881 (3.1155)	Prec@1 26.172 (26.374)	Prec@5 58.203 (55.480)
TRAINING - Epoch: [24][150/196]	Time 0.480 (0.483)	Data 0.000 (0.006)	Loss 3.1551 (3.1167)	Prec@1 26.562 (26.348)	Prec@5 54.297 (55.430)
TRAINING - Epoch: [24][160/196]	Time 0.484 (0.483)	Data 0.000 (0.005)	Loss 3.0757 (3.1142)	Prec@1 28.125 (26.402)	Prec@5 52.344 (55.466)
TRAINING - Epoch: [24][170/196]	Time 0.483 (0.483)	Data 0.000 (0.005)	Loss 3.0758 (3.1135)	Prec@1 25.000 (26.396)	Prec@5 53.906 (55.425)
TRAINING - Epoch: [24][180/196]	Time 0.476 (0.483)	Data 0.000 (0.005)	Loss 2.9977 (3.1101)	Prec@1 30.078 (26.459)	Prec@5 58.984 (55.538)
TRAINING - Epoch: [24][190/196]	Time 0.476 (0.482)	Data 0.000 (0.004)	Loss 3.1051 (3.1079)	Prec@1 26.172 (26.518)	Prec@5 56.250 (55.608)
EVALUATING - Epoch: [24][0/40]	Time 0.933 (0.933)	Data 0.742 (0.742)	Loss 3.0709 (3.0709)	Prec@1 26.562 (26.562)	Prec@5 58.203 (58.203)
EVALUATING - Epoch: [24][10/40]	Time 0.160 (0.236)	Data 0.000 (0.069)	Loss 3.0642 (3.0444)	Prec@1 26.562 (26.918)	Prec@5 58.203 (57.528)
EVALUATING - Epoch: [24][20/40]	Time 0.162 (0.200)	Data 0.000 (0.036)	Loss 2.9727 (3.0426)	Prec@1 30.859 (27.307)	Prec@5 60.156 (57.552)
EVALUATING - Epoch: [24][30/40]	Time 0.159 (0.186)	Data 0.000 (0.025)	Loss 3.2549 (3.0525)	Prec@1 26.953 (27.104)	Prec@5 52.344 (57.271)

 Epoch: 25	Training Loss 3.1067 	Training Prec@1 26.558 	Training Prec@5 55.628 	Validation Loss 3.0493 	Validation Prec@1 27.310 	Validation Prec@5 57.280 

TRAINING - Epoch: [25][0/196]	Time 1.246 (1.246)	Data 0.864 (0.864)	Loss 3.1058 (3.1058)	Prec@1 26.562 (26.562)	Prec@5 55.469 (55.469)
TRAINING - Epoch: [25][10/196]	Time 0.479 (0.537)	Data 0.000 (0.079)	Loss 2.9961 (3.1082)	Prec@1 31.250 (27.450)	Prec@5 62.109 (56.818)
TRAINING - Epoch: [25][20/196]	Time 0.482 (0.510)	Data 0.000 (0.042)	Loss 3.1725 (3.1125)	Prec@1 25.000 (26.153)	Prec@5 54.688 (55.599)
TRAINING - Epoch: [25][30/196]	Time 0.485 (0.500)	Data 0.000 (0.028)	Loss 2.9745 (3.0992)	Prec@1 29.297 (26.361)	Prec@5 58.594 (55.519)
TRAINING - Epoch: [25][40/196]	Time 0.481 (0.495)	Data 0.000 (0.021)	Loss 2.9810 (3.0949)	Prec@1 28.125 (26.467)	Prec@5 60.938 (55.869)
TRAINING - Epoch: [25][50/196]	Time 0.477 (0.492)	Data 0.000 (0.017)	Loss 3.2079 (3.0891)	Prec@1 23.438 (26.585)	Prec@5 52.734 (56.173)
TRAINING - Epoch: [25][60/196]	Time 0.478 (0.490)	Data 0.000 (0.014)	Loss 3.1159 (3.0801)	Prec@1 23.828 (26.825)	Prec@5 59.766 (56.545)
TRAINING - Epoch: [25][70/196]	Time 0.482 (0.489)	Data 0.000 (0.012)	Loss 3.2679 (3.0900)	Prec@1 21.484 (26.585)	Prec@5 49.219 (56.195)
TRAINING - Epoch: [25][80/196]	Time 0.479 (0.488)	Data 0.000 (0.011)	Loss 3.0296 (3.0881)	Prec@1 27.344 (26.582)	Prec@5 58.203 (56.284)
TRAINING - Epoch: [25][90/196]	Time 0.480 (0.487)	Data 0.000 (0.010)	Loss 3.0830 (3.0837)	Prec@1 25.391 (26.700)	Prec@5 54.297 (56.417)
TRAINING - Epoch: [25][100/196]	Time 0.477 (0.486)	Data 0.000 (0.009)	Loss 3.0838 (3.0843)	Prec@1 26.172 (26.682)	Prec@5 57.812 (56.451)
TRAINING - Epoch: [25][110/196]	Time 0.477 (0.485)	Data 0.000 (0.008)	Loss 3.0181 (3.0804)	Prec@1 29.297 (26.890)	Prec@5 57.812 (56.482)
TRAINING - Epoch: [25][120/196]	Time 0.484 (0.485)	Data 0.000 (0.007)	Loss 3.0809 (3.0755)	Prec@1 26.562 (26.966)	Prec@5 52.734 (56.486)
TRAINING - Epoch: [25][130/196]	Time 0.477 (0.484)	Data 0.000 (0.007)	Loss 3.0913 (3.0747)	Prec@1 25.391 (26.938)	Prec@5 57.422 (56.468)
TRAINING - Epoch: [25][140/196]	Time 0.477 (0.484)	Data 0.000 (0.006)	Loss 3.0654 (3.0745)	Prec@1 32.031 (26.950)	Prec@5 54.688 (56.436)
TRAINING - Epoch: [25][150/196]	Time 0.481 (0.484)	Data 0.000 (0.006)	Loss 3.0713 (3.0780)	Prec@1 25.781 (26.860)	Prec@5 54.688 (56.260)
TRAINING - Epoch: [25][160/196]	Time 0.485 (0.483)	Data 0.000 (0.006)	Loss 3.1388 (3.0796)	Prec@1 24.609 (26.834)	Prec@5 56.250 (56.209)
TRAINING - Epoch: [25][170/196]	Time 0.471 (0.483)	Data 0.000 (0.005)	Loss 3.0517 (3.0822)	Prec@1 26.562 (26.818)	Prec@5 53.516 (56.127)
TRAINING - Epoch: [25][180/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 3.0539 (3.0808)	Prec@1 30.078 (26.903)	Prec@5 54.688 (56.159)
TRAINING - Epoch: [25][190/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 3.1504 (3.0793)	Prec@1 26.953 (26.965)	Prec@5 51.562 (56.234)
EVALUATING - Epoch: [25][0/40]	Time 0.787 (0.787)	Data 0.612 (0.612)	Loss 2.9732 (2.9732)	Prec@1 28.516 (28.516)	Prec@5 59.375 (59.375)
EVALUATING - Epoch: [25][10/40]	Time 0.159 (0.226)	Data 0.000 (0.058)	Loss 3.0957 (3.0520)	Prec@1 25.391 (27.237)	Prec@5 52.344 (56.605)
EVALUATING - Epoch: [25][20/40]	Time 0.161 (0.194)	Data 0.000 (0.030)	Loss 3.0301 (3.0389)	Prec@1 28.906 (27.604)	Prec@5 55.859 (56.715)
EVALUATING - Epoch: [25][30/40]	Time 0.159 (0.183)	Data 0.000 (0.020)	Loss 3.2804 (3.0550)	Prec@1 22.656 (27.344)	Prec@5 51.172 (56.200)

 Epoch: 26	Training Loss 3.0793 	Training Prec@1 26.972 	Training Prec@5 56.228 	Validation Loss 3.0482 	Validation Prec@1 27.630 	Validation Prec@5 56.500 

TRAINING - Epoch: [26][0/196]	Time 1.153 (1.153)	Data 0.763 (0.763)	Loss 3.1393 (3.1393)	Prec@1 25.391 (25.391)	Prec@5 56.641 (56.641)
TRAINING - Epoch: [26][10/196]	Time 0.480 (0.529)	Data 0.000 (0.071)	Loss 3.0437 (3.1154)	Prec@1 25.000 (27.095)	Prec@5 57.812 (54.901)
TRAINING - Epoch: [26][20/196]	Time 0.475 (0.506)	Data 0.000 (0.037)	Loss 2.9752 (3.0908)	Prec@1 28.906 (27.251)	Prec@5 59.375 (56.064)
TRAINING - Epoch: [26][30/196]	Time 0.481 (0.497)	Data 0.000 (0.025)	Loss 3.0745 (3.0809)	Prec@1 27.734 (27.167)	Prec@5 54.297 (56.452)
TRAINING - Epoch: [26][40/196]	Time 0.482 (0.493)	Data 0.000 (0.019)	Loss 3.0000 (3.0738)	Prec@1 29.297 (27.572)	Prec@5 59.375 (56.688)
TRAINING - Epoch: [26][50/196]	Time 0.481 (0.490)	Data 0.000 (0.015)	Loss 3.1028 (3.0635)	Prec@1 27.734 (27.742)	Prec@5 55.078 (57.085)
TRAINING - Epoch: [26][60/196]	Time 0.481 (0.488)	Data 0.000 (0.013)	Loss 3.0478 (3.0636)	Prec@1 29.688 (27.593)	Prec@5 56.250 (57.038)
